age_years,lambda_adkm,lambda_nint,z_adkm,z_nint
75.55884740808,-1.631269,-1.448374,0.7374347957993699,0.7374347957993699
75.76774614818189,-1.6335404,-1.448374,0.7500381868406677,0.7500381868406677
75.97664488828376,-1.6358118,-1.448374,0.7626415778819647,0.7626415778819647
76.18554362838564,-1.6380832,-1.448374,0.7752449689232626,0.7752449689232626
76.39444236848752,-1.6403545,-1.448374,0.7878483599645596,0.7878483599645596
76.6033411085894,-1.642626,-1.448374,0.8004517510058574,0.8004517510058574
76.81223984869128,-1.6448975,-1.448374,0.8130551420471543,0.8130551420471543
77.02113858879316,-1.6471689,-1.448374,0.8256585330884523,0.8256585330884523
77.23003732889504,-1.6494402,-1.448374,0.8382619241297492,0.8382619241297492
77.43893606899692,-1.6517116,-1.448374,0.8508653151710471,0.8508653151710471
77.6478348090988,-1.653983,-1.448374,0.8634687062123441,0.8634687062123441
77.85673354920068,-1.6562544,-1.448374,0.8760720972536419,0.8760720972536419
78.06563228930257,-1.658526,-1.448374,0.8886754882949398,0.8886754882949398
78.27453102940444,-1.6607972,-1.448374,0.9012788793362367,0.9012788793362367
78.48342976950633,-1.6630687,-1.448374,0.9138822703775346,0.9138822703775346
78.6923285096082,-1.6653401,-1.448374,0.9264856614188316,0.9264856614188316
78.90122724971009,-1.6676115,-1.448374,0.9390890524601294,0.9390890524601294
79.11012598981196,-1.6698828,-1.448374,0.9516924435014265,0.9516924435014265
79.31902472991385,-1.6721543,-1.448374,0.9642958345427243,0.9642958345427243
79.52792347001572,-1.6744257,-1.448374,0.9768992255840212,0.9768992255840212
79.73682221011761,-1.6766971,-1.448374,0.9895026166253191,0.9895026166253191
79.94572095021948,-1.6789685,-1.448374,1.0021060076666162,1.0021060076666162
80.15461969032137,-1.6812398,-1.448374,1.0147093987079139,1.0147093987079139
80.36351843042324,-1.6835113,-1.448374,1.027312789749211,1.027312789749211
80.57241717052513,-1.6857828,-1.448374,1.0399161807905088,1.0399161807905088
80.78131591062701,-1.6880542,-1.448374,1.0525195718318066,1.0525195718318066
80.99021465072889,-1.6903255,-1.448374,1.0651229628731036,1.0651229628731036
81.19911339083077,-1.6925969,-1.448374,1.0777263539144015,1.0777263539144015
81.40801213093265,-1.6948683,-1.448374,1.0903297449556983,1.0903297449556983
81.61691087103453,-1.6971397,-1.448374,1.1029331359969963,1.1029331359969963
81.8258096111364,-1.6994112,-1.448374,1.1155365270382933,1.1155365270382933
82.0347083512383,-1.7016826,-1.448374,1.128139918079591,1.128139918079591
82.24360709134017,-1.703954,-1.448374,1.140743309120888,1.140743309120888
82.45250583144205,-1.7062254,-1.448374,1.153346700162186,1.153346700162186
82.66140457154393,-1.7084968,-1.448374,1.165950091203483,1.165950091203483
82.87030331164581,-1.7107682,-1.448374,1.1785534822447807,1.1785534822447807
83.0792020517477,-1.7130396,-1.448374,1.1911568732860787,1.1911568732860787
83.28810079184957,-1.715311,-1.448374,1.2037602643273757,1.2037602643273757
83.49699953195146,-1.7175825,-1.448374,1.2163636553686734,1.2163636553686734
83.70589827205333,-1.7198538,-1.448374,1.2289670464099705,1.2289670464099705
83.91479701215522,-1.7221252,-1.448374,1.2415704374512684,1.2415704374512684
84.12369575225709,-1.7243966,-1.448374,1.2541738284925652,1.2541738284925652
84.33259449235898,-1.7266681,-1.448374,1.2667772195338631,1.2667772195338631
84.54149323246085,-1.7289395,-1.448374,1.2793806105751602,1.2793806105751602
84.75039197256274,-1.7312108,-1.448374,1.2919840016164579,1.2919840016164579
84.95929071266461,-1.7334822,-1.448374,1.304587392657755,1.304587392657755
85.1681894527665,-1.7357537,-1.448374,1.3171907836990528,1.3171907836990528
85.37708819286837,-1.7380251,-1.448374,1.3297941747403499,1.3297941747403499
85.58598693297026,-1.7402965,-1.448374,1.3423975657816476,1.3423975657816476
85.79488567307213,-1.7425679,-1.448374,1.3550009568229446,1.3550009568229446
86.00378441317402,-1.7448393,-1.448374,1.3676043478642426,1.3676043478642426
86.2126831532759,-1.7471107,-1.448374,1.3802077389055403,1.3802077389055403
86.42158189337778,-1.7493821,-1.448374,1.3928111299468373,1.3928111299468373
86.63048063347966,-1.7516534,-1.448374,1.4054145209881352,1.4054145209881352
86.83937937358154,-1.753925,-1.448374,1.418017912029432,1.418017912029432
87.04827811368342,-1.7561964,-1.448374,1.43062130307073,1.43062130307073
87.2571768537853,-1.7584678,-1.448374,1.443224694112027,1.443224694112027
